MIXS ID	Structured comment name	Item	Expected value	Value syntax	Occurrence	Preferred unit	Definition
MIXS:0000002	samp_collect_device	sample collection device	type name	{text}	1		The device used to collect an environmental sample. This field accepts terms listed under environmental sampling device (http://purl.obolibrary.org/obo/ENVO). This field also accepts terms listed under specimen collection device (http://purl.obolibrary.org/obo/GENEPIO_0002094).
MIXS:0000754	perturbation	perturbation	perturbation type name;perturbation interval and duration	{text};{Rn/start_time/end_time/duration}	m		Type of perturbation, e.g. chemical administration, physical disturbance, etc., coupled with perturbation regimen including how many times the perturbation was repeated, how long each perturbation lasted, and the start and end time of the entire perturbation period; can include multiple perturbation types.
MIXS:0000561	herbicide_regm	herbicide regimen	herbicide name;herbicide amount;treatment interval and duration	{text};{float} {unit};{Rn/start_time/end_time/duration}	m	gram, mole per liter, milligram per liter	Information about treatment involving use of herbicides; information about treatment involving use of growth hormones; should include the name of herbicide, amount administered, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple regimens
MIXS:0000871	host_growth_cond	host growth conditions	PMID,DOI,url, or text	{PMID}|{DOI}|{URL}|{text}	1		Literature reference giving growth conditions of the host
MIXS:0000735	size_frac_low	size-fraction lower threshold	value	{float} {unit}	1	micrometer	Refers to the mesh/pore size used to pre-filter/pre-sort the sample. Materials larger than the size threshold are excluded from the sample
MIXS:0000874	host_phenotype	host phenotype	PATO or HP	{text};{termLabel} {[termID]}	1		Phenotype of human or other host. For phenotypic quality ontology (pato) (v 2018-03-27) terms, please see http://purl.bioontology.org/ontology/pato. For Human Phenotype Ontology (HP) (v 2018-06-13) please see http://purl.bioontology.org/ontology/HP
MIXS:0001159	soil_cover	soil cover					Description of the soil cover of the sampled soil and percent covered, e.g., bare soil [ENVO:01001616], vegetation (type), manure, irrigation pipe, etc.
MIXS:0000094	alt	altitude	measurement value	{float} {unit}	1	meter	Altitude is a term used to identify heights of objects such as airplanes, space shuttles, rockets, atmospheric balloons and heights of places such as atmospheric layers and clouds. It is used to measure the height of an object which is above the earth‚Äôs surface. In this context, the altitude measurement is the vertical distance between the earth's surface above sea level and the sampled position in the air
MIXS:0000341	salinity_meth	salinity method	PMID, DOI or URL	{PMID}|{DOI}|{URL}	1		Reference or method used in determining salinity
MIXS:0000103	organism_count	organism count	organism name; measurement value; enumeration	{text};{float} {unit};[ATP|MPN|qPCR|spread plate|other]	1	colony forming units per milliliter; colony forming units per gram of dry weight	Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qPCR).
MIXS:0000257	host_dry_mass	host dry mass	dry mass of the symbiotic organism (host of the samples); measurement value	{float} {unit}	1	kilogram, gram	Measurement of dry mass.
MIXS:0000530	tot_nitro_content	total nitrogen content	measurement value	{float} {unit}	1	microgram per liter, micromole per liter, milligram per liter	Total nitrogen content of the sample
MIXS:0000048	adapters	adapters	adapter A and B sequence	{dna},{dna}	1		Adapters provide priming sequences for both amplification and sequencing of the sample-library fragments. Both adapters should be reported; in uppercase letters
MIXS:0001181	cult_isol_date	culture isolation date	date and time	{timestamp}	1		A culture isolation date is a date-time entity marking the end of a process in which a sample yields a positive result for the target microbial analyte(s) in the form of an isolated colony or colonies.
MIXS:0000558	gaseous_environment	gaseous environment	gaseous compound name;gaseous compound amount;treatment interval and duration	{text};{float} {unit};{Rn/start_time/end_time/duration}	m	micromole per liter	Use of conditions with differing gaseous environments; should include the name of gaseous compound, amount administered, treatment duration, interval and total experimental duration; can include multiple gaseous environment regimens
MIXS:0000332	soil_type	soil type	ENVO:00001998	{termLabel} {[termID]}	m		Description of the soil type or classification. This field accepts terms under soil (http://purl.obolibrary.org/obo/ENVO_00001998).  Multiple terms can be separated by pipes.
MIXS:0000508	org_carb	organic carbon	measurement value	{float} {unit}	1	micromole per liter	Concentration of organic carbon
MIXS:0001154	samp_source_mat_cat	sample source material category	GENEPIO:0001237	{termLabel} {[termID]}	1		This is the scientific role or category that the subject organism or material has with respect to an investigation.  This field accepts terms listed under specimen source material category (http://purl.obolibrary.org/obo/GENEPIO_0001237 or http://purl.obolibrary.org/obo/OBI_0100051).
MIXS:0000425	nitrate	nitrate	measurement value	{float} {unit}	1	micromole per liter, milligram per liter, parts per million	Concentration of nitrate in the sample
MIXS:0000093	elev	elevation	measurement value	{float} {unit}			Elevation of the sampling site is its height above a fixed reference point, most commonly the mean sea level. Elevation is mainly used when referring to points on the earth's surface, while altitude is used for points above the surface, such as an aircraft in flight or a spacecraft in orbit.
MIXS:0000103	organism_count	organism count	organism name; measurement value; enumeration	{text};{float} {unit}	m	number of organism per cubic meter	Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr).
MIXS:0000109	samp_salinity	sample salinity	measurement value	{float} {unit}	1	milligram per liter, practical salinity unit, percentage	Salinity is the total concentration of all dissolved salts in a liquid or solid (in the form of an extract obtained by centrifugation) sample. While salinity can be measured by a complete chemical analysis, this method is difficult and time consuming. More often, it is instead derived from the conductivity measurement. This is known as practical salinity. These derivations compare the specific conductance of the sample to a salinity standard such as seawater.
MIXS:0001153	samp_pooling	sample pooling	text	{text}	m		Physical combination of several instances of like material, e.g. RNA extracted from samples or dishes of cell cultures into one big aliquot of cells. Please provide a short description of the samples that were pooled.
MIXS:0000018	depth	depth	measurement value	{float} {unit}	1	meter	The vertical distance below local surface, e.g. for sediment or soil samples depth is measured from sediment or soil surface, respectively. Depth can be reported as an interval for subsurface samples.
MIXS:0000692	conduc	conductivity	measurement value	{float} {unit}	1	milliSiemens per centimeter	Electrical conductivity of water
MIXS:0000116	samp_store_dur	sample storage duration	time interval	{interval}	1		Duration for which the sample was stored
MIXS:0000093	elev	elevation	measurement value	{float} {unit}	1		Elevation of the sampling site is its height above a fixed reference point, most commonly the mean sea level. Elevation is mainly used when referring to points on the earth's surface, while altitude is used for points above the surface, such as an aircraft in flight or a spacecraft in orbit.
MIXS:0001083	fao_class	soil_taxonomic/FAO classification	enumeration	{term}	1		Soil classification from the FAO World Reference Database for Soil Resources. The list can be found at http://www.fao.org/nr/land/sols/soil/wrb-soil-maps/reference-groups
MIXS:0000112	solar_irradiance	mean seasonal solar irradiance	measurement value	{float} {unit}	1	kilowatts per square meter per day, ergs per square centimeter per second	The amount of solar energy that arrives at a specific area of a surface during a specific time interval
MIXS:0000226	freq_clean	frequency of cleaning	enumeration or {text}	[ Daily| Weekly| Monthly| Quarterly | Annually| other]	1		The number of times the sample location is cleaned. Frequency of cleaning might be on a Daily basis, Weekly, Monthly, Quarterly or Annually.
MIXS:0000031	host_disease_stat	host disease status	disease name or Disease Ontology term	{termLabel} {[termID]}	m		List of diseases with which the host has been diagnosed; can include multiple diagnoses. The terms should be chosen from the DO (Human Disease Ontology) at https://www.disease-ontology.org.
MIXS:0000031	host_disease_stat	host disease status	disease name or Disease Ontology term	{text}|{termLabel} {[termID]}	m		List of diseases with which the host has been diagnosed; can include multiple diagnoses. The value of the field depends on host; for humans the terms should be chosen from the DO (Human Disease Ontology) at https://www.disease-ontology.org, non-human host diseases are free text.
MIXS:0000013	env_local_scale	local environmental context	Environmental entities having causal influences upon the entity at time of sampling.	{termLabel} {[termID]}	1		Report the entity or entities which are in the sample or specimen’s local vicinity and which you believe have significant causal influences on your sample or specimen. We recommend using EnvO terms which are of smaller spatial grain than your entry for env_broad_scale. Terms, such as anatomical sites, from other OBO Library ontologies which interoperate with EnvO (e.g. UBERON) are accepted in this field. EnvO documentation about how to use the field: https://github.com/EnvironmentOntology/envo/wiki/Using-ENVO-with-MIxS
MIXS:0000026	source_mat_id	source material identifiers	for cultures of microorganisms: identifiers for two culture collections; for other material a unique arbitrary identifier	{text}	m		A unique identifier assigned to a material sample (as defined by http://rs.tdwg.org/dwc/terms/materialSampleID, and as opposed to a particular digital record of a material sample) used for extracting nucleic acids, and subsequent sequencing. The identifier can refer either to the original material collected or to any derived sub-samples. The INSDC qualifiers /specimen_voucher, /bio_material, or /culture_collection may or may not share the same value as the source_mat_id field. For instance, the /specimen_voucher qualifier and source_mat_id may both contain 'UAM:Herps:14' , referring to both the specimen voucher and sampled tissue with the same identifier. However, the /culture_collection qualifier may refer to a value from an initial culture (e.g. ATCC:11775) while source_mat_id would refer to an identifier from some derived culture from which the nucleic acids were extracted (e.g. xatc123 or ark:/2154/R2).
MIXS:0000394	tvdss_of_hcr_temp	depth (TVDSS) of hydrocarbon resource temperature	measurement value	{float} {unit}	1	meter	True vertical depth subsea (TVDSS) of the hydrocarbon resource where the original temperature was measured (e.g. 1345 m)
MIXS:0000310	carb_nitro_ratio	carbon/nitrogen ratio	measurement value	{float} {unit}	1		Ratio of amount or concentrations of carbon to nitrogen
MIXS:0000038	nucl_acid_amp	nucleic acid amplification	reference to amplification method; clean-up method	{PMID}|{DOI}|{URL}	1		A link to a literature reference, electronic resource or a standard operating procedure (SOP), that describes the enzymatic amplification (PCR, TMA, NASBA) of specific nucleic acids
MIXS:0000031	host_disease_stat	host disease status	disease name or Disease Ontology term	{text}|{termLabel} {[termID]}	1		List of diseases with which the host has been diagnosed; can include multiple diagnoses. The value of the field depends on host; for humans the terms should be chosen from the DO (Human Disease Ontology) at https://www.disease-ontology.org, non-human host diseases are free text.
MIXS:0000048	adapters	adapters	adapter A and B sequence	{dna};{dna}	1		Adapters provide priming sequences for both amplification and sequencing of the sample-library fragments. Both adapters should be reported; in uppercase letters
MIXS:0000093	elev	elevation	measurement value	{float} {unit}	1	meter	Elevation of the sampling site is its height above a fixed reference point, most commonly the mean sea level. Elevation is mainly used when referring to points on the earth's surface, while altitude is used for points above the surface, such as an aircraft in flight or a spacecraft in orbit
MIXS:0000256	host_length	host length	length of the symbiotic organism (host of the samples); measurement value	{float} {unit}	1	nanometre, micrometre, millimeter, centimeter, meter	The length of subject.
MIXS:0000755	samp_store_loc	sample storage location	location name	{text}	1		Location at which sample was stored, usually name of a specific freezer/room
MIXS:0001211	food_prod	food production system characteristics	FOODON:03530206	{termLabel} {[termID]}	m		Descriptors of the food production system or of the agricultural environment and growing conditions related to the farm production system, such as wild caught, organic, free-range, industrial, dairy, beef,  domestic or cultivated food production. This field accepts terms listed under food production (http://purl.obolibrary.org/obo/FOODON_03530206). Multiple terms may apply and can be separated by pipes.
MIXS:0001211	food_prod	food production system characteristics	FOODON:03530206	{termLabel} {[termID]}	m		Descriptors of the food production system or of the agricultural environment and growing conditions related to the farm production system, such as wild caught, organic, free-range, industrial, dairy, beef, domestic or cultivated food production. This field accepts terms listed under food production (http://purl.obolibrary.org/obo/FOODON_03530206). Multiple terms may apply and can be separated by pipes.
MIXS:0001044	growth_habit	growth habit	enumeration	[erect|semi-erect|spreading|prostrate]	1		Characteristic shape, appearance or growth form of a plant species
MIXS:0000002	samp_collect_device	sample collection device	type name	{text}	1		The device employed for collecting the sample.
MIXS:0000558	gaseous_environment	gaseous environment	gaseous compound name;gaseous compound amount;treatment interval and duration	{text};{float} {unit};{period};{interval};{period}	m	micromole per liter	Use of conditions with differing gaseous environments; should include the name of gaseous compound, amount administered, treatment duration, interval and total experimental duration; can include multiple gaseous environment regimens
MIXS:0000204	org_matter	organic matter	measurement value	{float} {unit}	1	microgram per liter	Concentration of organic matter
MIXS:0000764	indoor_surf	indoor surface	enumeration	[cabinet|ceiling|counter top|door|shelving|vent cover|window|wall]	1		Type of indoor surface
MIXS:0000100	humidity	humidity	measurement value	{float} {unit}	1	percentage	Amount of water vapour in the air, at the time of sampling.
MIXS:0000026	source_mat_id	source material identifiers	for cultures of microorganisms: identifiers for two culture collections; for other material a unique arbitrary identifier	{text}			A unique identifier assigned to a material sample (as defined by http://rs.tdwg.org/dwc/terms/materialSampleID, and as opposed to a particular digital record of a material sample) used for extracting nucleic acids, and subsequent sequencing. The identifier can refer either to the original material collected or to any derived sub-samples. The INSDC qualifiers /specimen_voucher, /bio_material, or /culture_collection may or may not share the same value as the source_mat_id field. For instance, the /specimen_voucher qualifier and source_mat_id may both contain 'UAM:Herps:14' , referring to both the specimen voucher and sampled tissue with the same identifier. However, the /culture_collection qualifier may refer to a value from an initial culture (e.g. ATCC:11775) while source_mat_id would refer to an identifier from some derived culture from which the nucleic acids were extracted (e.g. xatc123 or ark:/2154/R2).
MIXS:0001083	fao_class	soil_taxonomic/FAO classification	enumeration	[Acrisols|Andosols|Arenosols|Cambisols|Chernozems|Ferralsols|Fluvisols|Gleysols|Greyzems|Gypsisols|Histosols|Kastanozems|Lithosols|Luvisols|Nitosols|Phaeozems|Planosols|Podzols|Podzoluvisols|Rankers|Regosols|Rendzinas|Solonchaks|Solonetz|Vertisols|Yermosols]	1		Soil classification from the FAO World Reference Database for Soil Resources. The list can be found at http://www.fao.org/nr/land/sols/soil/wrb-soil-maps/reference-groups
MIXS:0001161	rel_location	relative location of sample	text	{text}	1		Location of sampled soil to other parts of the farm e.g. under crop plant, near irrigation ditch, from the dirt road.
MIXS:0000260	host_color	host color	color of the symbiotic organism (host of the samples)	{text}	1		The color of host.
MIXS:0000867	host_body_site	host body site	FMA or UBERON	{termLabel} {[termID]}	1		Name of body site where the sample was obtained from, such as a specific organ or tissue (tongue, lung etc...). For foundational model of anatomy ontology (fma) (v 4.11.0) or Uber-anatomy ontology (UBERON) (v releases/2014-06-15) terms, please see http://purl.bioontology.org/ontology/FMA or http://purl.bioontology.org/ontology/UBERON
MIXS:0000113	temp	temperature	measurement value	{float} {unit}	1	degree Celsius	Temperature of the sample at the time of sampling
MIXS:0000244	samp_room_id	sampling room ID or name	value	{integer}	1		Sampling room number. This ID should be consistent with the designations on the building floor plans.
MIXS:0000181	phosplipid_fatt_acid	phospholipid fatty acid	phospholipid fatty acid name;measurement value	{text};{float} {unit}	m	mole per gram, mole per liter, milligram per liter	Concentration of phospholipid fatty acids; can include multiple values
MIXS:0000173	bacteria_carb_prod	bacterial carbon production	measurement value	{float} {unit}	1	nanogram per hour, microgram per liter per hour	Measurement of bacterial carbon production
MIXS:0000124	air_temp	air temperature	measurement value	{float} {unit}	1	degree Celsius	Temperature of the air at the time of sampling
MIXS:0000018	depth	depth	measurement value	{float} {unit}	1		The vertical distance below local surface, e.g. for sediment or soil samples depth is measured from sediment or soil surface, respectively. Depth can be reported as an interval for subsurface samples.
MIXS:0000508	org_carb	organic carbon	measurement value	{float} {unit}	1	micromole per liter, microgram per liter	Concentration of organic carbon
MIXS:0000643	season_temp	mean seasonal temperature	measurement value	{float} {unit}	1	degree Celsius	Mean seasonal temperature
MIXS:0000397	tvdss_of_hcr_press	depth (TVDSS) of hydrocarbon resource pressure	measurement value	{float} {unit}	1	meter	True vertical depth subsea (TVDSS) of the hydrocarbon resource where the original pressure was measured (e.g. 1578 m )
MIXS:0000111	samp_vol_we_dna_ext	sample volume or weight for DNA extraction	measurement value	{float} {unit}	1	milliliter, gram, milligram, square centimeter	Volume (ml) or mass (g) of total collected sample processed for DNA extraction. Note: total sample collected should be entered under the term Sample Size (MIXS:0000001).
MIXS:0000250	host_taxid	host taxid	NCBI taxon identifier of the symbiotic organism (host of the samples)	{NCBI taxid}	1		NCBI taxon id of the host.
MIXS:0001126	farm_equip	farm equipment used	AGRO:00000416	{termLabel} {[termID]}			List of equipment used for planting, fertilization, harvesting, irrigation, land levelling, residue management, weeding or transplanting during the growing season. This field accepts terms listed under agricultural implement (http://purl.obolibrary.org/obo/AGRO_00000416). Multiple terms can be separated by pipes.
MIXS:0000426	nitrite	nitrite	measurement value	{float} {unit}	1	micromole per liter, milligram per liter, parts per million, micromole per kilogram	Concentration of nitrite in the sample
MIXS:0000185	water_content	water content	measurement value	{float}	1	gram per gram or cubic centimeter per cubic centimeter	Water content measurement
MIXS:0001203	food_dis_point	food distribution point geographic location	country: region, specific location	{term}: {term}, {text}	m		A reference to a place on the Earth, by its name or by its geographical location that refers to a distribution point along the food chain. This field accepts terms listed under geographic location (http://purl.obolibrary.org/obo/GAZ_00000448). Reference: Adam Diamond, James Barham. Moving Food Along the Value Chain: Innovations in Regional Food Distribution. U.S. Dept. of Agriculture, Agricultural Marketing Service. Washington, DC. March 2012. <http://dx.doi.org/10.9752/MS045.03-2012>
MIXS:0001160	soil_pH	soil pH	measurement value	{float}	1		The pH of soil at time of sampling.
MIXS:0001208	food_pack_capacity	food package capacity	measurement value	{float} {unit}	1	grams	The maximum number of product units within a package
MIXS:0000334	soil_type_meth	soil type method	PMID, DOI or URL	{PMID}|{DOI}|{URL}	1		Reference or method used in determining soil series name or other lower-level classification
MIXS:0001177	enrichment_protocol	enrichment protocol	PMID,DOI,url, or text	{PMID}|{DOI}|{URL}|{text}	1		The microbiological workflow or protocol followed to test for the presence or enumeration of the target microbial analyte(s).  Please provide a PubMed or DOI reference for published protocols.
MIXS:0000012	env_broad_scale	broad-scale environmental context	Add terms that identify the major environment type(s) where your sample was collected. Recommend subclasses of biome [ENVO:00000428]. Multiple terms can be separated by one or more pipes e.g.: mangrove biome [ENVO:01000181]|estuarine biome [ENVO:01000020]	{termLabel} {[termID]}	1		In this field, report which major environmental system your sample or specimen came from. The systems identified should have a coarse spatial grain, to provide the general environmental context of where the sampling was done (e.g. were you in the desert or a rainforest?). We recommend using subclasses of ENVO’s biome class: http://purl.obolibrary.org/obo/ENVO_00000428. Format (one term): termLabel [termID], Format (multiple terms): termLabel [termID]|termLabel [termID]|termLabel [termID]. Example: Annotating a water sample from the photic zone in middle of the Atlantic Ocean, consider: oceanic epipelagic zone biome [ENVO:01000033]. Example: Annotating a sample from the Amazon rainforest consider: tropical moist broadleaf forest biome [ENVO:01000228]. If needed, request new terms on the ENVO tracker, identified here: http://www.obofoundry.org/ontology/envo.html.
MIXS:0001137	food_trav_mode	food shipping transportation method	GENEPIO:0001064	{termLabel} {[termID]}	m		A descriptor for the method of movement of food commodity along the food distribution system. This field accepts terms listed under travel mode (http://purl.obolibrary.org/obo/GENEPIO_0001064). If the proper descrptor is not listed please use text to describe the mode of travel. Multiple terms can be separated by one or more pipes.
MIXS:0000435	density	density	measurement value	{float} {unit}	1	gram per cubic meter, gram per cubic centimeter, kilogram per cubic meter	Density of the sample, which is its mass per unit volume (aka volumetric mass density)
MIXS:0000052	chimera_check	chimera check software	name and version of software	{text} {text}	1		Tool(s) used for chimera checking, including version number and parameters, to discover and remove chimeric sequences. A chimeric sequence is comprised of two or more phylogenetically distinct parent sequences.
MIXS:0000058	assembly_software	assembly software	name and version of software, parameters used	{software};{version};{parameters}	1		Tool(s) used for assembly, including version number and parameters
MIXS:0000027	pathogenicity	known pathogenicity	names of organisms that the entity is pathogenic to	{text}	1		To what is the entity pathogenic
MIXS:0000111	samp_vol_we_dna_ext	sample volume or weight for DNA extraction	measurement value	{float} {unit}	1	millliter, gram, milligram	Volume (ml) or mass (g) of total collected sample processed for DNA extraction. Note: total sample collected should be entered under the term Sample Size (MIXS:0000001).
MIXS:0001158	soil_conductivity	soil conductivity	measurement value	{float} {unit}	1	milliSiemens per centimeter	Conductivity of soil at time of sampling.
MIXS:0000582	salt_regm	salt regimen	salt name;salt amount;treatment interval and duration	{text};{float} {unit};{Rn/start_time/end_time/duration}	m	gram, microgram, mole per liter, gram per liter	Information about treatment involving use of salts as supplement to liquid and soil growth media; should include the name of salt, amount administered, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple salt regimens
MIXS:0000557	fungicide_regm	fungicide regimen	fungicide name;fungicide amount;treatment interval and duration	{text};{float} {unit};{period};{interval};{period}	m	gram, mole per liter, milligram per liter	Information about treatment involving use of fungicides; should include the name of fungicide, amount administered, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple fungicide regimens
MIXS:0000875	gravidity	gravidity	gravidity status;timestamp	{boolean};{timestamp}	1		Whether or not subject is gravid, and if yes date due or date post-conception, specifying which is used
MIXS:0001152	repository_name	repository name	Institution	{text}	m		"The name of the institution where the sample or DNA extract is held or ""sample not available"" if the sample was used in its entirety for analysis or otherwise not retained."
MIXS:0001052	mechanical_damage	mechanical damage	damage type;body site	{text};{text}	m		Information about any mechanical damage exerted on the plant; can include multiple damages and sites
MIXS:0000250	host_taxid	host taxid	NCBI taxon identifier	{NCBI taxid}	1		NCBI taxon id of the host, e.g. 9606
MIXS:0000248	host_common_name	host common name	common name of the symbiotic organism (host of the samples)	{text}	1		Common name of the host.
MIXS:0000094	alt	altitude	measurement value	{float} {unit}	1	meter	Altitude is a term used to identify heights of objects such as airplanes, space shuttles, rockets, atmospheric balloons and heights of places such as atmospheric layers and clouds. It is used to measure the height of an object which is above the earth's surface. In this context, the altitude measurement is the vertical distance between the earth's surface above sea level and the sampled position in the air.
MIXS:0000257	host_dry_mass	host dry mass	measurement value	{float} {unit}	1	kilogram, gram	Measurement of dry mass
MIXS:0000050	seq_meth	sequencing method	text or OBI	{termLabel} {[termID]}|{text}			Sequencing machine used. Where possible the term should be taken from the OBI list of DNA sequencers (http://purl.obolibrary.org/obo/OBI_0400103).
MIXS:0001139	food_source	food source	FOODON term	{text}			Type of plant or animal from which the food product or its major ingredient is derived or a chemical food source [FDA CFSAN 1995].
MIXS:0000751	chem_administration	chemical administration	CHEBI;timestamp	{termLabel} {[termID]};{timestamp}	m		List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi
MIXS:0000038	nucl_acid_amp	nucleic acid amplification	PMID, DOI or URL	{PMID}|{DOI}|{URL}	1		A link to a literature reference, electronic resource or a standard operating procedure (SOP), that describes the enzymatic amplification (PCR, TMA, NASBA) of specific nucleic acids
MIXS:0000103	organism_count	organism count	organism name; measurement value; enumeration	{text};{float} {unit};[ATP|MPN|qPCR|spread plate|other]		number of cells per cubic meter, number of cells per milliliter, number of cells per cubic centimeter	Total cell count of any organism (or group of organisms) per gram, volume or area of sample, should include name of organism followed by count. The method that was used for the enumeration (e.g. qPCR, atp, mpn, etc.) Should also be provided. (example: total prokaryotes; 3.5e7 cells per ml; qpcr)
MIXS:0000264	host_height	host height	measurement value	{float} {unit}	1	centimeter, millimeter, meter	The height of subject.
MIXS:0000764	indoor_surf	indoor surface	enumeration	[cabinet|ceiling|counter top|door|shelving|vent cover|window|wall]	1		Type of indoor surface.
MIXS:0000859	genetic_mod	genetic modification	PMID, DOI or URL	{PMID}|{DOI}|{URL}	m		Genetic modifications of the genome of an organism, which may occur naturally by spontaneous mutation, or be introduced by some experimental means, e.g. specification of a transgene or the gene knocked-out or details of transient transfection.
MIXS:0000001	samp_size	amount or size of sample collected	measurement value	{float} {unit}	1	millliter, gram, milligram, liter	The total amount or size (volume (ml), mass (g) or area (m2) ) of sample collected.
MIXS:0000530	tot_nitro_content	total nitrogen content	measurement value	{float} {unit}	m	milligrams Nitrogen per kilogram of soil	Total nitrogen content of the sample.
MIXS:0001068	season_environment	seasonal environment	seasonal environment name;treatment interval and duration	{text};{Rn/start_time/end_time/duration}	m		Treatment involving an exposure to a particular season (e.g. Winter, summer, rabi, rainy etc.), treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment
MIXS:0000018	depth	depth	measurement value	{float} {unit}	1	meter	The vertical distance below local surface, e.g. For sediment or soil samples depth is measured from sediment or soil surface, respectively. Depth can be reported as an interval for subsurface samples.
MIXS:0000332	soil_type	soil type	ENVO:00001998	{termLabel} {[termID]}	1		Description of the soil type or classification. This field accepts terms under soil (http://purl.obolibrary.org/obo/ENVO_00001998).  Multiple terms can be separated by pipes.
MIXS:0000434	diss_inorg_carb	dissolved inorganic carbon	measurement value	{float} {unit}	1	microgram per liter, milligram per liter, parts per million, micromole per kilogram	Dissolved inorganic carbon concentration in the sample, typically measured after filtering the sample using a 0.45 micrometer filter
MIXS:0000092	project_name	project name		{text}	1		Name of the project within which the sequencing was organized
MIXS:0000751	chem_administration	chemical administration	CHEBI;timestamp	{termLabel} {[termID]};{timestamp}	m		List of chemical compounds administered to the symbiont, its host, or environment where sampling occurred, and when (e.g. antibiotics, N fertilizer, air filter); can include multiple compounds. For Chemical Entities of Biological Interest ontology (CHEBI) (v 111), http://purl.bioontology.org/ontology/CHEBI.
MIXS:0000578	root_med_macronutr	rooting medium macronutrients	macronutrient name;measurement value	{text};{float} {unit}	1	milligram per liter	Measurement of the culture rooting medium macronutrients (N,P, K, Ca, Mg, S); e.g. KH2PO4 (170¬†mg/L).
MIXS:0001056	ph_regm	pH regimen	measurement value;treatment interval and duration	{float};{Rn/start_time/end_time/duration}	m		Information about treatment involving exposure of plants to varying levels of ph of the growth media, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple regimen
MIXS:0000341	salinity_meth	salinity method	PMID, DOI or URL	{PMID}|{DOI}|{URL}	1		Reference or method used in determining salinity.
MIXS:0001160	soil_pH	soil pH	measurement value				pH of some soil.
MIXS:0000397	tvdss_of_hcr_press	depth (TVDSS) of hydrocarbon resource pressure	measurement value	{float} {unit}	1	meter	True vertical depth subsea (TVDSS) of the hydrocarbon resource where the original pressure was measured (e.g. 1578 m).
MIXS:0000490	alkyl_diethers	alkyl diethers	measurement value	{float} {unit}	1	mole per liter, microgram per gram sample	Concentration of alkyl diethers
MIXS:0000011	collection_date	collection date	date and time	{timestamp}	1		The time of sampling, either as an instance (single point in time) or interval. In case no exact time is available, the date/time can be right truncated i.e. all of these are valid times: 2008-01-23T19:23:10+00:00; 2008-01-23T19:23:10; 2008-01-23; 2008-01; 2008; Except: 2008-01; 2008 all are ISO8601 compliant
MIXS:0000018	depth	depth	Depth can be reported as an interval for subsurface samples.	{float} {unit}		cm	The vertical distance below local surface, e.g. For sediment or soil samples depth is measured from sediment or soil surface, respectively. Depth can be reported as an interval for subsurface samples.
MIXS:0000205	org_nitro	organic nitrogen	measurement value	{float} {unit}	1	microgram per liter	Concentration of organic nitrogen
MIXS:0000752	misc_param	miscellaneous parameter	parameter name; measurement value	{text};{float} {unit}	m		Any other measurement performed or parameter collected, that is not listed here.
MIXS:0000751	chem_administration	chemical administration	CHEBI;timestamp	{termLabel} {[termID]};{timestamp}	m		List of chemical compounds administered to the host or site where sampling occurred, and when (e.g. Antibiotics, n fertilizer, air filter); can include multiple compounds. For chemical entities of biological interest ontology (chebi) (v 163), http://purl.bioontology.org/ontology/chebi.
MIXS:0000261	host_shape	host shape	shape	{text}	1		Morphological shape of host
MIXS:0000573	pesticide_regm	pesticide regimen	pesticide name;pesticide amount;treatment interval and duration	{text};{float} {unit};{period};{interval};{period}	m	gram, mole per liter, milligram per liter	Information about treatment involving use of insecticides; should include the name of pesticide, amount administered, treatment regimen including how many times the treatment was repeated, how long each treatment lasted, and the start and end time of the entire treatment; can include multiple pesticide regimens
MIXS:0000046	pcr_primers	pcr primers	FWD:{dna} REV:{dna}				PCR primers that were used to amplify the sequence of the targeted gene, locus or subfragment. This field should contain all the primers used for a single PCR reaction if multiple forward or reverse primers are present in a single PCR reaction. The primer sequence should be reported in uppercase letters
MIXS:0001107	samp_name	sample name	text	{text}	1		Sample Name is a name that you choose for the sample. It can have any format, but we suggest that you make it concise, unique and consistent within your lab, and as informative as possible. Every Sample Name from a single Submitter must be unique.
